"","X1","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"577",615,59400,"BAYAMON","PR",1,100,"COMMISSION","1",1,107,59400,1,2017-09-16,0,0,0,1,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"578",616,59401,"DE PERE","WI",1,100,"COMMISSION","1",1,107,59401,212,2017-12-29,0,0,0,135,0,0,0,976.75362962963,0,0,0,131861.74,0,0,0,950.324,0,0,0,128293.74,0,0,0,26.4296296296296,0,0,0,3568,0,0,0,3.85925925925926,0,0,0,521,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"579",617,59404,"NEWTON FALLS","OH",1,100,"COMMISSION","Not Specified",0,236,59404,104,2017-09-12,0,0,0,48,0,0,0,657.744791666667,0,0,0,31571.75,0,0,0,634.211458333333,0,0,0,30442.15,0,0,0,23.5333333333333,0,0,0,1129.6,0,0,0,13.5416666666667,0,0,0,650,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"580",618,59407,"JANESVILLE","WI",1,100,"COMMISSION","Not Specified",0,236,59407,79,2017-08-18,0,0,0,58,0,0,0,728.943965517241,0,0,0,42278.75,0,0,0,728.943965517241,0,0,0,42278.75,0,0,0,0,0,0,0,0,0,0,0,13.3620689655172,0,0,0,775,0.5,0.5,0.5,0.578947368421053,"less than or equal to 3 month",TRUE
"581",619,59410,"JANESVILLE","WI",1,100,"COMMISSION","Not Specified",0,236,59410,78,2017-08-17,0,0,0,65,0,0,0,738.123076923077,0,0,0,47978,0,0,0,738.123076923077,0,0,0,47978,0,0,0,0,0,0,0,0,0,0,0,13.5692307692308,0,0,0,882,0.5,0.5,0.5,0.609375,"less than or equal to 3 month",TRUE
"582",623,59435,"CICERO","IL",1,100,"COMMISSION","1",1,107,59435,170,2017-11-29,0,0,0,36,0,0,0,627.222222222222,0,0,0,22580,0,0,0,106.111111111111,0,0,0,3820,0,0,0,521.111111111111,0,0,0,18760,0,0,0,2.55555555555556,0,0,0,92,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"583",624,59439,"SAN MARCOS","CA",1,100,"COMMISSION","1",1,107,59439,208,2017-12-30,0,0,0,79,0,0,0,694.784810126582,0,0,0,54888,0,0,0,671.620253164557,0,0,0,53058,0,0,0,23.1645569620253,0,0,0,1830,0,0,0,1.73417721518987,0,0,0,137,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"584",625,59441,"WARREN","OH",1,100,"COMMISSION","Not Specified",1,107,59441,214,2017-12-31,0,0,0,111,0,0,0,831.542252252252,0,0,0,92301.19,0,0,0,621.920810810811,0,0,0,69033.21,0,0,0,209.621441441441,0,0,0,23267.98,0,0,0,14.4684684684685,0,0,0,1606,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"585",626,59442,"WARREN","OH",1,100,"COMMISSION","Not Specified",1,107,59442,213,2017-12-30,0,0,0,149,0,0,0,748.679395973154,0,0,0,111553.23,0,0,0,683.731409395973,0,0,0,101875.98,0,0,0,64.9479865771812,0,0,0,9677.25,0,0,0,15.5771812080537,0,0,0,2321,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"586",627,59443,"WARREN","OH",1,100,"COMMISSION","Not Specified",1,107,59443,202,2017-12-21,0,0,0,45,0,0,0,598.993555555556,0,0,0,26954.71,0,0,0,496.688222222222,0,0,0,22350.97,0,0,0,102.305333333333,0,0,0,4603.74,0,0,0,11.7555555555556,0,0,0,529,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"587",628,59444,"WARREN","OH",1,100,"COMMISSION","Not Specified",1,107,59444,160,2017-12-30,0,0,0,106,0,0,0,725.554622641509,0,0,0,76908.79,0,0,0,605.669811320755,0,0,0,64201,0,0,0,119.884811320755,0,0,0,12707.79,0,0,0,14.2358490566038,0,0,0,1509,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"588",629,59449,"ALTOONA","WI",1,100,"COMMISSION","1",1,107,59449,210,2017-12-28,0,0,0,124,0,0,0,1286.66629032258,0,0,0,159546.62,0,0,0,1197.8114516129,0,0,0,148528.62,0,0,0,88.8548387096774,0,0,0,11018,0,0,0,3.12903225806452,0,0,0,388,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"589",630,59450,"PRIOR LAKE","MN",1,100,"COMMISSION","1",1,107,59450,158,2017-11-20,0,0,0,11,0,0,0,1785.45454545455,0,0,0,19640,0,0,0,1785.45454545455,0,0,0,19640,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"590",631,59451,"WILLIAMSVILLE","NY",1,100,"COMMISSION","1",1,107,59451,211,2017-12-28,0,0,0,72,0,0,0,340.201388888889,0,0,0,24494.5,0,0,0,320.618055555556,0,0,0,23084.5,0,0,0,19.5833333333333,0,0,0,1410,0,0,0,1.58333333333333,0,0,0,114,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"591",632,59454,"HILTON","NY",1,100,"COMMISSION","1",1,107,59454,213,2017-12-30,0,0,0,151,0,0,0,1032.17218543046,0,0,0,155858,0,0,0,1020.51655629139,0,0,0,154098,0,0,0,11.6556291390728,0,0,0,1760,0,0,0,3.50993377483444,0,0,0,530,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"592",633,59455,"MEMPHIS","TN",1,100,"COMMISSION","1",1,107,59455,194,2017-12-11,0,0,0,12,0,0,0,128.333333333333,0,0,0,1540,0,0,0,128.333333333333,0,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,13,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"593",634,59458,"EDGERTON","WI",1,100,"COMMISSION","1",1,107,59458,212,2017-12-30,0,0,0,82,0,0,0,1056.60975609756,0,0,0,86642,0,0,0,1045.46341463415,0,0,0,85728,0,0,0,11.1463414634146,0,0,0,914,0,0,0,3.09756097560976,0,0,0,254,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"594",635,59459,"DULUTH","MN",1,0,"WEEKLY","1",1,107,59459,178,2017-12-30,0,0,0,104,0,0,0,2139.37788461538,0,0,0,222495.3,0,0,0,1928.43557692308,0,0,0,200557.3,0,0,0,210.942307692308,0,0,0,21938,0,0,0,5.04807692307692,0,0,0,525,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"595",636,59470,"ROCKFORD","IL",1,100,"COMMISSION","1",1,107,59470,1,2017-07-22,0,0,0,1,0,0,0,568,0,0,0,568,0,0,0,348,0,0,0,348,0,0,0,220,0,0,0,220,0,0,0,2,0,0,0,2,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"596",637,59473,"CANTON","OH",1,100,"COMMISSION","1",1,107,59473,134,2017-12-31,0,0,0,48,0,0,0,698.865,0,0,0,33545.52,0,0,0,698.865,0,0,0,33545.52,0,0,0,0,0,0,0,0,0,0,0,10.5208333333333,0,0,0,505,0.5,0.5,0.5,0.533333333333333,"less than or equal to 6 month",FALSE
"597",638,59474,"KENT","OH",1,100,"COMMISSION","Not Specified",0,236,59474,29,2017-12-17,0,0,0,2,0,0,0,937.5,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,937.5,0,0,0,1875,0,0,0,8,0,0,0,16,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"598",639,59475,"YOUNGTOWN","OH",1,100,"COMMISSION","Not Specified",1,107,59475,211,2017-12-28,0,0,0,67,0,0,0,778.775074626866,0,0,0,52177.93,0,0,0,610.418507462687,0,0,0,40898.04,0,0,0,168.356567164179,0,0,0,11279.89,0,0,0,14.3880597014925,0,0,0,964,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"599",640,59481,"FT MYERS","FL",1,100,"COMMISSION","1",0,236,59481,213,2017-12-30,0,0,0,146,0,0,0,903.534246575342,0,0,0,131916,0,0,0,903.534246575342,0,0,0,131916,0,0,0,0,0,0,0,0,0,0,0,6.3013698630137,0,0,0,920,0.5,0.5,0.5,0.674603174603175,"more than 6 month",FALSE
"600",641,59488,"PROVIDENCE","RI",1,100,"COMMISSION","1",0,236,59488,7,2017-07-25,0,0,0,2,0,0,0,720,0,0,0,1440,0,0,0,720,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,3,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"601",642,59512,"SNELLVILLE<U+00A0>","GA",1,100,"COMMISSION","Not Specified",1,107,59512,206,2017-12-29,0,0,0,122,0,0,0,983.08131147541,0,0,0,119935.92,0,0,0,857.186229508197,0,0,0,104576.72,0,0,0,125.895081967213,0,0,0,15359.2,0,0,0,12.8114754098361,0,0,0,1563,0.5,0.5,0.5,0.887755102040816,"more than 6 month",FALSE
"602",643,59513,"COVINGTON<U+00A0>","GA",1,100,"COMMISSION","Not Specified",1,107,59513,99,2017-12-27,0,0,0,9,0,0,0,956.266666666667,0,0,0,8606.4,0,0,0,776.642222222222,0,0,0,6989.78,0,0,0,179.624444444444,0,0,0,1616.62,0,0,0,11.5555555555556,0,0,0,104,0.5,0.5,0.5,0.8,"less than or equal to 6 month",FALSE
"603",644,59515,"DULUTH","GA",1,100,"COMMISSION","Not Specified",0,236,59515,55,2017-08-01,0,0,0,6,0,0,0,783.733333333333,0,0,0,4702.4,0,0,0,376.363333333333,0,0,0,2258.18,0,0,0,407.37,0,0,0,2444.22,0,0,0,5.33333333333333,0,0,0,32,0.5,0.5,0.5,1,"less than or equal to 3 month",TRUE
"604",645,59524,"DULUTH","GA",1,100,"COMMISSION","Not Specified",1,107,59524,149,2017-12-30,0,0,0,95,0,0,0,1432.81231578947,0,0,0,136117.17,0,0,0,1101.30221052632,0,0,0,104623.71,0,0,0,331.510105263158,0,0,0,31493.46,0,0,0,14.6105263157895,0,0,0,1388,0.5,0.5,0.5,0.790322580645161,"less than or equal to 6 month",FALSE
"605",646,59527,"MESA","AZ",1,100,"COMMISSION","1",1,107,59527,212,2017-12-29,0,0,0,179,0,0,0,1481.24111731844,0,0,0,265142.16,0,0,0,1427.00782122905,0,0,0,255434.4,0,0,0,54.2332960893855,0,0,0,9707.76,0,0,0,13.3687150837989,0,0,0,2393,0.5,0.5,0.5,0.835164835164835,"more than 6 month",FALSE
"606",647,59528,"MESA","AZ",1,100,"COMMISSION","Not Specified",1,107,59528,212,2017-12-29,0,0,0,168,0,0,0,1395.865,0,0,0,234505.32,0,0,0,1333.91666666667,0,0,0,224098,0,0,0,61.9483333333333,0,0,0,10407.32,0,0,0,11.0238095238095,0,0,0,1852,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"607",648,59529,"MESA","AZ",1,100,"COMMISSION","1",1,107,59529,212,2017-12-29,0,0,0,163,0,0,0,1190.97515337423,0,0,0,194128.95,0,0,0,1138.30116564417,0,0,0,185543.09,0,0,0,52.6739877300613,0,0,0,8585.86,0,0,0,10.2208588957055,0,0,0,1666,0.5,0.5,0.5,0.916666666666667,"more than 6 month",FALSE
"608",649,59540,"LA CROSSE","WI",1,100,"COMMISSION","1",0,236,59540,184,2017-12-22,0,0,0,18,0,0,0,508.777777777778,0,0,0,9158,0,0,0,395.555555555556,0,0,0,7120,0,0,0,113.222222222222,0,0,0,2038,0,0,0,2.16666666666667,0,0,0,39,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"609",650,59541,"EVANSVILLE","IN",1,100,"COMMISSION","1",0,236,59541,15,2017-07-27,0,0,0,3,0,0,0,310,0,0,0,930,0,0,0,310,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"610",651,59544,"KISSIMMEE","FL",1,100,"COMMISSION","1",1,107,59544,214,2017-12-31,0,0,0,173,0,0,0,1786.56589595376,0,0,0,309075.9,0,0,0,1565.94161849711,0,0,0,270907.9,0,0,0,220.624277456647,0,0,0,38168,0,0,0,4.72832369942197,0,0,0,818,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"611",652,59546,"LAWRENCEVILLE","GA",1,100,"COMMISSION","1",1,107,59546,213,2017-12-30,0,0,0,126,0,0,0,949.180793650794,0,0,0,119596.78,0,0,0,926.577619047619,0,0,0,116748.78,0,0,0,22.6031746031746,0,0,0,2848,0,0,0,3.00793650793651,0,0,0,379,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"612",653,59550,"FORT WAYNE","IN",1,100,"COMMISSION","1",0,236,59550,59,2017-09-21,0,0,0,8,0,0,0,608.75,0,0,0,4870,0,0,0,588.75,0,0,0,4710,0,0,0,20,0,0,0,160,0,0,0,3.25,0,0,0,26,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"613",654,59551,"HARPERS FERRY","WV",1,100,"COMMISSION","1",0,236,59551,18,2017-06-26,0,0,0,2,0,0,0,875,0,0,0,1750,0,0,0,735,0,0,0,1470,0,0,0,140,0,0,0,280,0,0,0,2,0,0,0,4,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"614",655,59553,"DELAND","FL",1,100,"COMMISSION","1",0,236,59553,23,2017-08-11,0,0,0,4,0,0,0,262.5,0,0,0,1050,0,0,0,262.5,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,5,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"615",656,59555,"JACKSONVILLE","FL",1,100,"COMMISSION","1",1,107,59555,213,2017-12-30,0,0,0,153,0,0,0,943.647058823529,0,0,0,144378,0,0,0,925.960784313726,0,0,0,141672,0,0,0,17.6862745098039,0,0,0,2706,0,0,0,3.90849673202614,0,0,0,598,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"616",657,59557,"NEW BOSTON","MI",1,100,"COMMISSION","Not Specified",0,236,59557,22,2017-09-11,0,0,0,18,0,0,0,1001.7,0,0,0,18030.6,0,0,0,1001.7,0,0,0,18030.6,0,0,0,0,0,0,0,0,0,0,0,14.3888888888889,0,0,0,259,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"617",658,59558,"SYRACUSE","NY",1,100,"COMMISSION","1",0,236,59558,213,2017-12-30,0,0,0,63,0,0,0,942.282857142857,0,0,0,59363.82,0,0,0,942.282857142857,0,0,0,59363.82,0,0,0,0,0,0,0,0,0,0,0,13.1904761904762,0,0,0,831,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"618",659,59561,"SYLVA","NC",1,100,"COMMISSION","1",1,107,59561,211,2017-12-29,0,0,0,115,0,0,0,833.175304347826,0,0,0,95815.16,0,0,0,817.714434782609,0,0,0,94037.16,0,0,0,15.4608695652174,0,0,0,1778,0,0,0,2.51304347826087,0,0,0,289,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"619",660,59564,"RICHMOND","VA",1,100,"COMMISSION","1",1,107,59564,212,2017-12-29,0,0,0,71,0,0,0,219.912676056338,0,0,0,15613.8,0,0,0,201.380281690141,0,0,0,14298,0,0,0,18.5323943661972,0,0,0,1315.8,0,0,0,1.54929577464789,0,0,0,110,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"620",661,59566,"GAHANNA","OH",1,100,"COMMISSION","1",1,107,59566,1,2017-07-15,0,0,0,1,0,0,0,2158,0,0,0,2158,0,0,0,2158,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"621",662,59567,"ST. ANN","MO",1,100,"COMMISSION","1",1,107,59567,206,2017-12-29,0,0,0,32,0,0,0,282.6875,0,0,0,9046,0,0,0,183.375,0,0,0,5868,0,0,0,99.3125,0,0,0,3178,0,0,0,1.75,0,0,0,56,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"622",663,59569,"LOMBARD","IL",1,100,"COMMISSION","1",0,236,59569,213,2017-12-30,0,0,0,112,0,0,0,1223.5625,0,0,0,137039,0,0,0,1192.66964285714,0,0,0,133579,0,0,0,30.8928571428571,0,0,0,3460,0,0,0,4.77678571428571,0,0,0,535,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"623",664,59570,"CANYON LAKE","CA",1,100,"COMMISSION","1",1,107,59570,213,2017-12-30,0,0,0,147,0,0,0,1568.89455782313,0,0,0,230627.5,0,0,0,1433.41156462585,0,0,0,210711.5,0,0,0,135.482993197279,0,0,0,19916,0,0,0,3.98639455782313,0,0,0,586,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"624",665,59573,"DETROIT","MI",1,100,"COMMISSION","1",1,107,59573,213,2017-12-30,0,0,0,132,0,0,0,1585.21136363636,0,0,0,209247.9,0,0,0,1546.72651515152,0,0,0,204167.9,0,0,0,38.4848484848485,0,0,0,5080,0,0,0,5.45454545454545,0,0,0,720,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"625",666,59574,"BOLINGBROOK","IL",1,100,"COMMISSION","1",1,107,59574,159,2017-11-22,0,0,0,8,0,0,0,701.75,0,0,0,5614,0,0,0,621.75,0,0,0,4974,0,0,0,80,0,0,0,640,0,0,0,1.625,0,0,0,13,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"626",667,59575,"TYLER","TX",1,100,"COMMISSION","1",1,107,59575,1,2017-07-13,0,0,0,1,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"627",668,59576,"FAYETTEVILLE","NC",1,100,"COMMISSION","1",1,107,59576,193,2017-12-28,0,0,0,13,0,0,0,438.923076923077,0,0,0,5706,0,0,0,438.923076923077,0,0,0,5706,0,0,0,0,0,0,0,0,0,0,0,1.30769230769231,0,0,0,17,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"628",669,59579,"BOZEMAN","MT",1,100,"COMMISSION","1",1,107,59579,37,2017-12-30,0,0,0,27,0,0,0,1189.9637037037,0,0,0,32129.02,0,0,0,977.40962962963,0,0,0,26390.06,0,0,0,212.554074074074,0,0,0,5738.96,0,0,0,13.037037037037,0,0,0,352,0.5,0.5,0.5,0.875,"less than or equal to 3 month",FALSE
"629",670,59584,"COLUMBIA","SC",1,100,"COMMISSION","1",1,107,59584,208,2017-12-26,0,0,0,95,0,0,0,865.949052631579,0,0,0,82265.16,0,0,0,449.780631578947,0,0,0,42729.16,0,0,0,416.168421052632,0,0,0,39536,0,0,0,4.27368421052632,0,0,0,406,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"630",671,59586,"ELDRIDGE","IA",1,100,"COMMISSION","1",1,107,59586,213,2017-12-30,0,0,0,110,0,0,0,449.218181818182,0,0,0,49414,0,0,0,448.309090909091,0,0,0,49314,0,0,0,0.909090909090909,0,0,0,100,0,0,0,2.18181818181818,0,0,0,240,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"631",672,59588,"WATERLOO","IA",1,100,"COMMISSION","1",1,107,59588,211,2017-12-28,0,0,0,57,0,0,0,720.782105263158,0,0,0,41084.58,0,0,0,705.168070175439,0,0,0,40194.58,0,0,0,15.6140350877193,0,0,0,890,0,0,0,1.92982456140351,0,0,0,110,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"632",673,59589,"CLEVELAND","OH",1,100,"COMMISSION","1",1,107,59589,199,2017-12-20,0,0,0,26,0,0,0,754.269230769231,0,0,0,19611,0,0,0,754.269230769231,0,0,0,19611,0,0,0,0,0,0,0,0,0,0,0,2.26923076923077,0,0,0,59,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"633",674,59590,"PEMBROKE PINES","FL",1,100,"COMMISSION","1",0,236,59590,211,2017-12-28,0,0,0,74,0,0,0,691.216216216216,0,0,0,51150,0,0,0,680.756756756757,0,0,0,50376,0,0,0,10.4594594594595,0,0,0,774,0,0,0,1.75675675675676,0,0,0,130,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"634",675,59600,"BRIDGEPORT","CT",1,100,"COMMISSION","1",1,107,59600,213,2017-12-30,0,0,0,154,0,0,0,976.298701298701,0,0,0,150350,0,0,0,976.298701298701,0,0,0,150350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"635",676,59602,"EL PASO","TX",1,100,"COMMISSION","1",1,107,59602,212,2017-12-30,0,0,0,140,0,0,0,747.899857142857,0,0,0,104705.98,0,0,0,744.471285714286,0,0,0,104225.98,0,0,0,3.42857142857143,0,0,0,480,0,0,0,2.62857142857143,0,0,0,368,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"636",677,59622,"PASADENA","TX",1,100,"COMMISSION","Not Specified",1,107,59622,213,2017-12-30,0,0,0,155,0,0,0,872.494322580645,0,0,0,135236.62,0,0,0,872.494322580645,0,0,0,135236.62,0,0,0,0,0,0,0,0,0,0,0,14.4258064516129,0,0,0,2236,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"637",678,59625,"HOLBROOK","NY",1,100,"COMMISSION","1",1,107,59625,205,2017-12-22,0,0,0,142,0,0,0,1314.46683098592,0,0,0,186654.29,0,0,0,1314.46683098592,0,0,0,186654.29,0,0,0,0,0,0,0,0,0,0,0,9.65492957746479,0,0,0,1371,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"638",679,59626,"BROOKLYN PARK","MN",1,100,"COMMISSION","Not Specified",1,107,59626,214,2017-12-31,0,0,0,168,0,0,0,632.539642857143,0,0,0,106266.66,0,0,0,576.613333333333,0,0,0,96871.04,0,0,0,55.9263095238095,0,0,0,9395.62,0,0,0,13.9642857142857,0,0,0,2346,0.5,0.5,0.5,0.846153846153846,"more than 6 month",FALSE
"639",680,59654,"WICHITA","KS",1,100,"COMMISSION","1",1,107,59654,212,2017-12-29,0,0,0,137,0,0,0,729.576642335766,0,0,0,99952,0,0,0,728.335766423358,0,0,0,99782,0,0,0,1.24087591240876,0,0,0,170,0,0,0,3.12408759124088,0,0,0,428,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"640",681,59660,"PLAINWELL","MI",1,100,"COMMISSION","1",1,107,59660,176,2017-12-23,0,0,0,22,0,0,0,213.925454545455,0,0,0,4706.36,0,0,0,190.289090909091,0,0,0,4186.36,0,0,0,23.6363636363636,0,0,0,520,0,0,0,1.36363636363636,0,0,0,30,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"641",682,59661,"RAYLAND","OH",1,100,"COMMISSION","1",1,107,59661,16,2017-07-29,0,0,0,2,0,0,0,307,0,0,0,614,0,0,0,307,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"642",683,59663,"TAMPA","FL",1,100,"COMMISSION","1",1,107,59663,189,2017-12-06,0,0,0,8,0,0,0,253.75,0,0,0,2030,0,0,0,253.75,0,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"643",684,59664,"ALLENTOWN","PA",1,100,"COMMISSION","1",1,107,59664,114,2017-12-23,0,0,0,9,0,0,0,292.444444444444,0,0,0,2632,0,0,0,292.444444444444,0,0,0,2632,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,30,0.5,0.5,0.5,0.25,"less than or equal to 6 month",FALSE
"644",685,59665,"GLENDALE","AZ",1,100,"COMMISSION","1",1,107,59665,203,2017-12-28,0,0,0,111,0,0,0,1798.23423423423,0,0,0,199604,0,0,0,1765.06306306306,0,0,0,195922,0,0,0,33.1711711711712,0,0,0,3682,0,0,0,2.76576576576577,0,0,0,307,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"645",686,59673,"CLIFTON","NJ",1,100,"COMMISSION","1",0,236,59673,69,2017-08-08,0,0,0,56,0,0,0,915.803571428571,0,0,0,51285,0,0,0,915.803571428571,0,0,0,51285,0,0,0,0,0,0,0,0,0,0,0,13.8928571428571,0,0,0,778,0.5,0.5,0.5,0.517857142857143,"less than or equal to 3 month",TRUE
"646",687,59683,"WESLEY CHAPEL","FL",1,100,"COMMISSION","1",0,236,59683,1,2017-12-29,0,0,0,1,0,0,0,5.56,0,0,0,5.56,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"647",688,59697,"WINCHESTER","VA",1,100,"COMMISSION","1",1,107,59697,157,2017-12-30,0,0,0,108,0,0,0,647.5,0,0,0,69930,0,0,0,647.5,0,0,0,69930,0,0,0,0,0,0,0,0,0,0,0,11.6296296296296,0,0,0,1256,0.5,0.5,0.5,0.619047619047619,"less than or equal to 6 month",FALSE
"648",689,59698,"WINCHESTER","VA",1,100,"COMMISSION","1",1,107,59698,214,2017-12-31,0,0,0,172,0,0,0,693.46511627907,0,0,0,119276,0,0,0,693.46511627907,0,0,0,119276,0,0,0,0,0,0,0,0,0,0,0,11.4767441860465,0,0,0,1974,0.5,0.5,0.5,0.617283950617284,"more than 6 month",FALSE
"649",690,59701,"CANTON","OH",1,0,"WEEKLY","1",1,107,59701,7,2017-09-15,0,0,0,7,0,0,0,530.285714285714,0,0,0,3712,0,0,0,530.285714285714,0,0,0,3712,0,0,0,0,0,0,0,0,0,0,0,6.42857142857143,0,0,0,45,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"650",691,59721,"NEW BRITAIN","CT",1,100,"COMMISSION","1",0,236,59721,127,2017-10-05,0,0,0,96,0,0,0,745.21875,0,0,0,71541,0,0,0,745.21875,0,0,0,71541,0,0,0,0,0,0,0,0,0,0,0,12.875,0,0,0,1236,0.5,0.5,0.5,0.433734939759036,"less than or equal to 6 month",FALSE
"651",692,59722,"NEW BRITAIN","CT",1,100,"COMMISSION","1",0,236,59722,128,2017-10-06,0,0,0,116,0,0,0,801.448275862069,0,0,0,92968,0,0,0,801.448275862069,0,0,0,92968,0,0,0,0,0,0,0,0,0,0,0,13.0689655172414,0,0,0,1516,0.5,0.5,0.5,0.509090909090909,"less than or equal to 6 month",FALSE
"652",693,59730,"CHATTANOOGA","TN",1,100,"COMMISSION","Not Specified",1,107,59730,60,2017-12-23,0,0,0,14,0,0,0,573.857142857143,0,0,0,8034,0,0,0,573.857142857143,0,0,0,8034,0,0,0,0,0,0,0,0,0,0,0,8.57142857142857,0,0,0,120,0.5,0.5,0.5,0.692307692307692,"less than or equal to 3 month",FALSE
