"","X1","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"3296",3472,70580,"SCHENECTADY","NY",1,100,"COMMISSION","Not Specified",1,107,70580,129,2017-12-30,0,0,0,111,0,0,0,1220.74459459459,0,0,0,135502.65,0,0,0,1208.9463963964,0,0,0,134193.05,0,0,0,11.7981981981982,0,0,0,1309.6,0,0,0,10.8918918918919,0,0,0,1209,0.5,0.5,0.5,0.766990291262136,"less than or equal to 6 month",FALSE
"3297",3473,70585,"KENT","WA",1,100,"COMMISSION","Not Specified",0,236,70585,70,2017-11-16,0,0,0,27,0,0,0,633.227407407407,0,0,0,17097.14,0,0,0,621.693333333333,0,0,0,16785.72,0,0,0,11.5340740740741,0,0,0,311.42,0,0,0,6.18518518518519,0,0,0,167,0.5,0.5,0.5,0.727272727272727,"less than or equal to 3 month",FALSE
"3298",3474,70589,"CANTON","OH",1,100,"COMMISSION","1",1,107,70589,128,2017-12-30,0,0,0,106,0,0,0,386.603773584906,0,0,0,40980,0,0,0,386.603773584906,0,0,0,40980,0,0,0,0,0,0,0,0,0,0,0,5.39622641509434,0,0,0,572,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3299",3475,70592,"FONTANA","CA",1,100,"COMMISSION","Not Specified",0,236,70592,100,2017-12-08,0,0,0,74,0,0,0,440.188918918919,0,0,0,32573.98,0,0,0,439.848378378378,0,0,0,32548.78,0,0,0,0.340540540540541,0,0,0,25.2,0,0,0,7.06756756756757,0,0,0,523,0.5,0.5,0.5,0.8,"less than or equal to 6 month",FALSE
"3300",3476,70595,"CANTON","OH",1,100,"COMMISSION","1",0,236,70595,4,2017-08-27,0,0,0,4,0,0,0,551,0,0,0,2204,0,0,0,551,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,28,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"3301",3477,70598,"SAN ANTONIO","TX",1,100,"COMMISSION","Not Specified",0,236,70598,109,2017-12-14,0,0,0,82,0,0,0,1128.16682926829,0,0,0,92509.68,0,0,0,1128.16682926829,0,0,0,92509.68,0,0,0,0,0,0,0,0,0,0,0,15.2317073170732,0,0,0,1249,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3302",3478,70599,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,70599,93,2017-12-05,0,0,0,20,0,0,0,628.311,0,0,0,12566.22,0,0,0,628.311,0,0,0,12566.22,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,186,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3303",3479,70603,"BRAMPTON","ON",1,0,"DAILY","Not Specified",1,107,70603,64,2017-12-31,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41071428571429,0,0,0,471,0.5,0.5,0.5,0.675,"less than or equal to 3 month",FALSE
"3304",3480,70606,"BRAMPTON,ON,L6P1N1","ON",1,0,"DAILY","Not Specified",1,107,70606,26,2017-11-23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,48,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"3305",3481,70607,"CHULA VISTA","CA",1,100,"COMMISSION","1",1,107,70607,117,2017-12-27,0,0,0,72,0,0,0,634.145,0,0,0,45658.44,0,0,0,525.518888888889,0,0,0,37837.36,0,0,0,108.626111111111,0,0,0,7821.08,0,0,0,9.81944444444444,0,0,0,707,0.5,0.5,0.5,0.955555555555556,"less than or equal to 6 month",FALSE
"3306",3482,70608,"CONYERS","GA",1,100,"COMMISSION","Not Specified",1,107,70608,111,2017-12-30,0,0,0,92,0,0,0,1309.5172826087,0,0,0,120475.59,0,0,0,1279.52173913043,0,0,0,117716,0,0,0,29.9955434782609,0,0,0,2759.59,0,0,0,7.02173913043478,0,0,0,646,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3307",3483,70612,"MANASSAS","VA",1,100,"COMMISSION","Not Specified",0,236,70612,4,2017-08-31,0,0,0,3,0,0,0,547.376666666667,0,0,0,1642.13,0,0,0,530.11,0,0,0,1590.33,0,0,0,17.2666666666667,0,0,0,51.8,0,0,0,6.66666666666667,0,0,0,20,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3308",3484,70616,"PERRIS","CA",1,100,"COMMISSION","Not Specified",1,107,70616,124,2017-12-30,0,0,0,29,0,0,0,510.51724137931,0,0,0,14805,0,0,0,510.51724137931,0,0,0,14805,0,0,0,0,0,0,0,0,0,0,0,10.2068965517241,0,0,0,296,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3309",3485,70618,"CANTON","OH",1,100,"COMMISSION","1",1,107,70618,103,2017-12-20,0,0,0,98,0,0,0,814.30612244898,0,0,0,79802,0,0,0,720.30612244898,0,0,0,70590,0,0,0,94,0,0,0,9212,0,0,0,12.4897959183673,0,0,0,1224,0.5,0.5,0.5,0.61038961038961,"less than or equal to 6 month",FALSE
"3310",3486,70619,"VIRGINIA BEACH","VA",1,100,"COMMISSION","Not Specified",1,107,70619,126,2017-12-28,0,0,0,69,0,0,0,748.579710144928,0,0,0,51652,0,0,0,748.579710144928,0,0,0,51652,0,0,0,0,0,0,0,0,0,0,0,9.21739130434783,0,0,0,636,0.5,0.5,0.5,0.692307692307692,"less than or equal to 6 month",FALSE
"3311",3487,70625,"MECHANICSVILLE","VA",1,100,"COMMISSION","Not Specified",0,236,70625,3,2017-08-28,0,0,0,3,0,0,0,425.333333333333,0,0,0,1276,0,0,0,425.333333333333,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3312",3488,70626,"PERTH AMBOY","NJ",1,100,"COMMISSION","1",0,236,70626,17,2017-09-23,0,0,0,7,0,0,0,834.891428571429,0,0,0,5844.24,0,0,0,834.891428571429,0,0,0,5844.24,0,0,0,0,0,0,0,0,0,0,0,8.14285714285714,0,0,0,57,0.5,0.5,0.5,0.714285714285714,"less than or equal to a month",TRUE
"3313",3489,70631,"NANAIMO,BC,V9S5J9","BC",1,0,"DAILY","Not Specified",1,107,70631,128,2017-12-31,0,0,0,116,0,0,0,3.44827586206897,0,0,0,400,0,0,0,3.44827586206897,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,5.72413793103448,0,0,0,664,0.5,0.5,0.5,0.827272727272727,"less than or equal to 6 month",FALSE
"3314",3490,70634,"MIAMI","FL",1,100,"COMMISSION","Not Specified",0,236,70634,68,2017-10-28,0,0,0,47,0,0,0,665.793617021277,0,0,0,31292.3,0,0,0,665.793617021277,0,0,0,31292.3,0,0,0,0,0,0,0,0,0,0,0,12.1702127659574,0,0,0,572,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3315",3491,70637,"ROOSEVELT","NY",1,100,"COMMISSION","Not Specified",0,236,70637,103,2017-12-31,0,0,0,88,0,0,0,833.943181818182,0,0,0,73387,0,0,0,833.943181818182,0,0,0,73387,0,0,0,0,0,0,0,0,0,0,0,14.8409090909091,0,0,0,1306,0.5,0.5,0.5,0.583333333333333,"less than or equal to 6 month",FALSE
"3316",3492,70646,"DAYTON","TX",1,100,"COMMISSION","Not Specified",0,236,70646,15,2017-09-15,0,0,0,2,0,0,0,264,0,0,0,528,0,0,0,264,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,19,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3317",3493,70648,"CANTON","OH",1,100,"COMMISSION","1",1,107,70648,126,2017-12-30,0,0,0,104,0,0,0,671.942307692308,0,0,0,69882,0,0,0,671.942307692308,0,0,0,69882,0,0,0,0,0,0,0,0,0,0,0,6.30769230769231,0,0,0,656,0.5,0.5,0.5,0.514285714285714,"less than or equal to 6 month",FALSE
"3318",3494,70650,"HARMONY","NC",1,100,"COMMISSION","Not Specified",0,236,70650,1,2017-09-13,0,0,0,1,0,0,0,1410,0,0,0,1410,0,0,0,1410,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3319",3495,70651,"PITTSBORO","NC",1,100,"COMMISSION","Not Specified",1,107,70651,125,2017-12-30,0,0,0,111,0,0,0,1856.26297297297,0,0,0,206045.19,0,0,0,1600.48603603604,0,0,0,177653.95,0,0,0,255.776936936937,0,0,0,28391.24,0,0,0,16.8828828828829,0,0,0,1874,0.5,0.5,0.5,0.876923076923077,"less than or equal to 6 month",FALSE
"3320",3496,70654,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,70654,114,2017-12-26,0,0,0,83,0,0,0,932.512048192771,0,0,0,77398.5,0,0,0,932.512048192771,0,0,0,77398.5,0,0,0,0,0,0,0,0,0,0,0,14.9036144578313,0,0,0,1237,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3321",3497,70655,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,70655,74,2017-12-19,0,0,0,57,0,0,0,902.541754385965,0,0,0,51444.88,0,0,0,902.541754385965,0,0,0,51444.88,0,0,0,0,0,0,0,0,0,0,0,14.8070175438596,0,0,0,844,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3322",3498,70656,"PITTSBORO","NC",1,100,"COMMISSION","Not Specified",1,107,70656,136,2017-12-30,0,0,0,101,0,0,0,1150.70821782178,0,0,0,116221.53,0,0,0,993.497128712871,0,0,0,100343.21,0,0,0,157.211089108911,0,0,0,15878.32,0,0,0,14.4455445544554,0,0,0,1459,0.5,0.5,0.5,0.88,"less than or equal to 6 month",FALSE
"3323",3499,70657,"PITTSBORO","NC",1,100,"COMMISSION","Not Specified",1,107,70657,125,2017-12-30,0,0,0,59,0,0,0,1318.82711864407,0,0,0,77810.8,0,0,0,1122.55118644068,0,0,0,66230.52,0,0,0,196.27593220339,0,0,0,11580.28,0,0,0,16,0,0,0,944,0.5,0.5,0.5,0.808510638297872,"less than or equal to 6 month",FALSE
"3324",3500,70660,"DAYTON","TX",1,100,"COMMISSION","Not Specified",0,236,70660,105,2017-12-18,0,0,0,45,0,0,0,608,0,0,0,27360,0,0,0,608,0,0,0,27360,0,0,0,0,0,0,0,0,0,0,0,12.6888888888889,0,0,0,571,0.5,0.5,0.5,0.375,"less than or equal to 6 month",FALSE
"3325",3502,70664,"HIALEAH","FL",1,100,"COMMISSION","Not Specified",1,107,70664,127,2017-12-30,0,0,0,83,0,0,0,723.196385542169,0,0,0,60025.3,0,0,0,723.196385542169,0,0,0,60025.3,0,0,0,0,0,0,0,0,0,0,0,13.8674698795181,0,0,0,1151,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3326",3503,70665,"SAN ANTONIO","TX",1,100,"COMMISSION","Not Specified",0,236,70665,124,2017-12-30,0,0,0,100,0,0,0,1077.4644,0,0,0,107746.44,0,0,0,1077.4644,0,0,0,107746.44,0,0,0,0,0,0,0,0,0,0,0,14.92,0,0,0,1492,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3327",3504,70666,"SAN ANTONIO","TX",1,100,"COMMISSION","Not Specified",0,236,70666,127,2017-12-30,0,0,0,95,0,0,0,1240.336,0,0,0,117831.92,0,0,0,1240.336,0,0,0,117831.92,0,0,0,0,0,0,0,0,0,0,0,17.5473684210526,0,0,0,1667,0.5,0.5,0.5,0.785714285714286,"less than or equal to 6 month",FALSE
"3328",3505,70669,"VIRGINIA BEACH","VA",1,100,"COMMISSION","Not Specified",1,107,70669,103,2017-12-31,0,0,0,79,0,0,0,635.088607594937,0,0,0,50172,0,0,0,635.088607594937,0,0,0,50172,0,0,0,0,0,0,0,0,0,0,0,11.2025316455696,0,0,0,885,0.5,0.5,0.5,0.432432432432432,"less than or equal to 6 month",FALSE
"3329",3506,70675,"CONYERS","GA",1,100,"COMMISSION","Not Specified",1,107,70675,22,2017-10-02,0,0,0,4,0,0,0,933.25,0,0,0,3733,0,0,0,918.75,0,0,0,3675,0,0,0,14.5,0,0,0,58,0,0,0,12.75,0,0,0,51,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"3330",3507,70676,"MILTON","DE",1,100,"COMMISSION","1",1,107,70676,125,2017-12-31,0,0,0,120,0,0,0,518.8,0,0,0,62256,0,0,0,518.8,0,0,0,62256,0,0,0,0,0,0,0,0,0,0,0,5.51666666666667,0,0,0,662,0.5,0.5,0.5,0.613636363636364,"less than or equal to 6 month",FALSE
"3331",3508,70679,"CHARLOTTE","NC",1,100,"COMMISSION","Not Specified",0,236,70679,10,2017-11-18,0,0,0,4,0,0,0,1121.25,0,0,0,4485,0,0,0,881.25,0,0,0,3525,0,0,0,240,0,0,0,960,0,0,0,12,0,0,0,48,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"3332",3509,70680,"MIAMI","FL",1,100,"COMMISSION","1",1,107,70680,69,2017-12-30,0,0,0,57,0,0,0,798.877192982456,0,0,0,45536,0,0,0,798.877192982456,0,0,0,45536,0,0,0,0,0,0,0,0,0,0,0,8.40350877192983,0,0,0,479,0.5,0.5,0.5,0.666666666666667,"less than or equal to 3 month",FALSE
"3333",3510,70681,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,107,70681,30,2017-12-21,0,0,0,18,0,0,0,487.364444444444,0,0,0,8772.56,0,0,0,485.964444444444,0,0,0,8747.36,0,0,0,1.4,0,0,0,25.2,0,0,0,6.22222222222222,0,0,0,112,0.5,0.5,0.5,0.4,"less than or equal to a month",FALSE
"3334",3512,70683,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,107,70683,99,2017-12-11,0,0,0,46,0,0,0,383.304347826087,0,0,0,17632,0,0,0,383.304347826087,0,0,0,17632,0,0,0,0,0,0,0,0,0,0,0,4.6304347826087,0,0,0,213,0.5,0.5,0.5,0,"less than or equal to 6 month",FALSE
"3335",3513,70697,"PROVIDENCE","RI",1,100,"COMMISSION","Not Specified",0,236,70697,94,2017-12-30,0,0,0,75,0,0,0,770.8,0,0,0,57810,0,0,0,770.8,0,0,0,57810,0,0,0,0,0,0,0,0,0,0,0,6.72,0,0,0,504,0.5,0.5,0.5,0.59375,"less than or equal to 6 month",FALSE
"3336",3514,70698,"LYNCHBURG","VA",1,100,"COMMISSION","Not Specified",0,236,70698,26,2017-09-27,0,0,0,4,0,0,0,485.665,0,0,0,1942.66,0,0,0,485.665,0,0,0,1942.66,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,10,0.5,0.5,0.5,0.666666666666667,"less than or equal to a month",TRUE
"3337",3515,70699,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,70699,76,2017-12-31,0,0,0,75,0,0,0,850.56,0,0,0,63792,0,0,0,850.56,0,0,0,63792,0,0,0,0,0,0,0,0,0,0,0,16.6266666666667,0,0,0,1247,0.5,0.5,0.5,0.373134328358209,"less than or equal to 3 month",FALSE
"3338",3516,70700,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,70700,120,2017-12-30,0,0,0,55,0,0,0,779.053818181818,0,0,0,42847.96,0,0,0,779.053818181818,0,0,0,42847.96,0,0,0,0,0,0,0,0,0,0,0,14.0545454545455,0,0,0,773,0.5,0.5,0.5,0.0769230769230769,"less than or equal to 6 month",FALSE
"3339",3517,70705,"PHILADELPHIA","PA",1,100,"COMMISSION","1",1,107,70705,1,2017-09-06,0,0,0,1,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3340",3518,70710,"FAIRFIELD","OH",1,100,"COMMISSION","Not Specified",1,107,70710,71,2017-12-30,0,0,0,37,0,0,0,736.864864864865,0,0,0,27264,0,0,0,736.864864864865,0,0,0,27264,0,0,0,0,0,0,0,0,0,0,0,9.81081081081081,0,0,0,363,0.5,0.5,0.5,0.5625,"less than or equal to 3 month",FALSE
"3341",3519,70711,"SAN ANTONIO","TX",1,100,"COMMISSION","1",0,236,70711,27,2017-10-03,0,0,0,13,0,0,0,962.215384615385,0,0,0,12508.8,0,0,0,855.036923076923,0,0,0,11115.48,0,0,0,107.178461538462,0,0,0,1393.32,0,0,0,12.2307692307692,0,0,0,159,0.5,0.5,0.5,0.818181818181818,"less than or equal to a month",FALSE
"3342",3520,70712,"SAN ANTONIO","TX",1,100,"COMMISSION","Not Specified",0,236,70712,12,2017-09-22,0,0,0,10,0,0,0,1039.79,0,0,0,10397.9,0,0,0,986.95,0,0,0,9869.5,0,0,0,52.84,0,0,0,528.4,0,0,0,14.5,0,0,0,145,0.5,0.5,0.5,0.875,"less than or equal to a month",TRUE
"3343",3521,70716,"CUMBERLAND","MD",1,100,"COMMISSION","1",0,236,70716,122,2017-12-29,0,0,0,81,0,0,0,223.407407407407,0,0,0,18096,0,0,0,223.407407407407,0,0,0,18096,0,0,0,0,0,0,0,0,0,0,0,2.41975308641975,0,0,0,196,0.5,0.5,0.5,0.9,"less than or equal to 6 month",FALSE
"3344",3522,70717,"SAN ANTONIO","TX",1,100,"COMMISSION","1",0,236,70717,50,2017-10-26,0,0,0,46,0,0,0,933.244782608696,0,0,0,42929.26,0,0,0,908.707826086957,0,0,0,41800.56,0,0,0,24.5369565217391,0,0,0,1128.7,0,0,0,10.1521739130435,0,0,0,467,0.5,0.5,0.5,0.833333333333333,"less than or equal to 3 month",FALSE
"3345",3523,70718,"CHESAPEAKE","VA",1,100,"COMMISSION","Not Specified",1,107,70718,122,2017-12-29,0,0,0,100,0,0,0,711.08,0,0,0,71108,0,0,0,711.08,0,0,0,71108,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,780,0.5,0.5,0.5,0.583333333333333,"less than or equal to 6 month",FALSE
"3346",3524,70720,"CHESTERFIELD","VA",1,100,"COMMISSION","1",0,236,70720,122,2017-12-30,0,0,0,101,0,0,0,532.495049504951,0,0,0,53782,0,0,0,532.495049504951,0,0,0,53782,0,0,0,0,0,0,0,0,0,0,0,7.16831683168317,0,0,0,724,0.5,0.5,0.5,0.37037037037037,"less than or equal to 6 month",FALSE
"3347",3525,70726,"MIAMI","FL",1,100,"COMMISSION","Not Specified",0,236,70726,4,2017-10-13,0,0,0,2,0,0,0,452.9,0,0,0,905.8,0,0,0,452.9,0,0,0,905.8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"3348",3526,70727,"GRAND PRAIRIE","TX",1,100,"COMMISSION","Not Specified",1,107,70727,122,2017-12-29,0,0,0,87,0,0,0,2354.4367816092,0,0,0,204836,0,0,0,2278.98850574713,0,0,0,198272,0,0,0,75.448275862069,0,0,0,6564,0,0,0,13.3448275862069,0,0,0,1161,0.5,0.5,0.5,0.857142857142857,"less than or equal to 6 month",FALSE
"3349",3527,70729,"LAWRENCE","MA",1,100,"COMMISSION","Not Specified",0,236,70729,29,2017-12-28,0,0,0,23,0,0,0,884.608695652174,0,0,0,20346,0,0,0,759.652173913043,0,0,0,17472,0,0,0,124.95652173913,0,0,0,2874,0,0,0,12.6086956521739,0,0,0,290,0.5,0.5,0.5,0.352941176470588,"less than or equal to a month",FALSE
"3350",3528,70730,"SCHENECTADY","NY",1,100,"COMMISSION","Not Specified",1,107,70730,173,2017-12-31,0,0,0,93,0,0,0,1267.01591397849,0,0,0,117832.48,0,0,0,1267.01591397849,0,0,0,117832.48,0,0,0,0,0,0,0,0,0,0,0,10.1075268817204,0,0,0,940,0.5,0.5,0.5,0.830985915492958,"less than or equal to 6 month",FALSE
"3351",3530,70732,"FLAT ROCK","MI",1,100,"COMMISSION","Not Specified",1,107,70732,125,2017-12-31,0,0,0,90,0,0,0,632.849111111111,0,0,0,56956.42,0,0,0,632.338555555556,0,0,0,56910.47,0,0,0,0.510555555555556,0,0,0,45.95,0,0,0,13.8222222222222,0,0,0,1244,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3352",3531,70733,"LAWRENCE","MA",1,100,"COMMISSION","Not Specified",1,107,70733,3,2017-09-04,0,0,0,3,0,0,0,864.666666666667,0,0,0,2594,0,0,0,858,0,0,0,2574,0,0,0,6.66666666666667,0,0,0,20,0,0,0,15,0,0,0,45,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"3353",3532,70737,"NORFOLK","VA",1,100,"COMMISSION","1",1,107,70737,75,2017-11-27,0,0,0,26,0,0,0,611.923076923077,0,0,0,15910,0,0,0,611.923076923077,0,0,0,15910,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,325,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3354",3533,70740,"LA MIRADA","CA",1,100,"COMMISSION","1",0,236,70740,1,2017-09-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"3355",3534,70742,"FLAT ROCK","MI",1,100,"COMMISSION","Not Specified",1,107,70742,42,2017-11-04,0,0,0,2,0,0,0,524.5,0,0,0,1049,0,0,0,524.5,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,28,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3356",3535,70743,"FLAT ROCK","MI",1,100,"COMMISSION","Not Specified",1,107,70743,107,2017-12-23,0,0,0,23,0,0,0,631.302608695652,0,0,0,14519.96,0,0,0,631.302608695652,0,0,0,14519.96,0,0,0,0,0,0,0,0,0,0,0,13.3478260869565,0,0,0,307,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3357",3536,70745,"FLAT ROCK","MI",1,100,"COMMISSION","Not Specified",1,107,70745,125,2017-12-31,0,0,0,87,0,0,0,613.915632183908,0,0,0,53410.66,0,0,0,613.194022988506,0,0,0,53347.88,0,0,0,0.721609195402299,0,0,0,62.78,0,0,0,13,0,0,0,1131,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3358",3539,70751,"MULLICA HILL","NJ",1,100,"COMMISSION","Not Specified",1,107,70751,118,2017-12-29,0,0,0,85,0,0,0,427.717647058824,0,0,0,36356,0,0,0,427.717647058824,0,0,0,36356,0,0,0,0,0,0,0,0,0,0,0,4.37647058823529,0,0,0,372,0.5,0.5,0.5,0.65,"less than or equal to 6 month",FALSE
"3359",3540,70756,"LAWRENCE","MA",1,100,"COMMISSION","Not Specified",1,107,70756,51,2017-12-31,0,0,0,47,0,0,0,978.468085106383,0,0,0,45988,0,0,0,939.31914893617,0,0,0,44148,0,0,0,39.1489361702128,0,0,0,1840,0,0,0,14.2978723404255,0,0,0,672,0.5,0.5,0.5,0.319148936170213,"less than or equal to 3 month",FALSE
"3360",3541,70757,"LAWRENCE","MA",1,100,"COMMISSION","Not Specified",1,107,70757,123,2017-12-31,0,0,0,116,0,0,0,982.01724137931,0,0,0,113914,0,0,0,963.758620689655,0,0,0,111796,0,0,0,18.2586206896552,0,0,0,2118,0,0,0,14.4741379310345,0,0,0,1679,0.5,0.5,0.5,0.392523364485981,"less than or equal to 6 month",FALSE
"3361",3542,70759,"SOLDOTNA","AK",1,100,"COMMISSION","Not Specified",1,107,70759,51,2017-10-21,0,0,0,26,0,0,0,615.692307692308,0,0,0,16008,0,0,0,615.692307692308,0,0,0,16008,0,0,0,0,0,0,0,0,0,0,0,6.76923076923077,0,0,0,176,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3362",3543,70767,"ST. CLOUD","FL",1,100,"COMMISSION","1",0,236,70767,120,2017-12-29,0,0,0,86,0,0,0,943.989302325581,0,0,0,81183.08,0,0,0,933.067441860465,0,0,0,80243.8,0,0,0,10.9218604651163,0,0,0,939.28,0,0,0,11.546511627907,0,0,0,993,0.5,0.5,0.5,0.753246753246753,"less than or equal to 6 month",FALSE
"3363",3544,70768,"ST. CLOUD","FL",1,100,"COMMISSION","1",0,236,70768,97,2017-12-26,0,0,0,32,0,0,0,796.7925,0,0,0,25497.36,0,0,0,795.26625,0,0,0,25448.52,0,0,0,1.52625,0,0,0,48.84,0,0,0,9.6875,0,0,0,310,0.5,0.5,0.5,0.791666666666667,"less than or equal to 6 month",FALSE
"3364",3545,70780,"SALT LAKE CITY","UT",1,100,"COMMISSION","Not Specified",0,236,70780,107,2017-12-09,0,0,0,11,0,0,0,488.7,0,0,0,5375.7,0,0,0,488.7,0,0,0,5375.7,0,0,0,0,0,0,0,0,0,0,0,10.4545454545455,0,0,0,115,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3365",3546,70782,"POLK","OH",1,0,"WEEKLY","1",1,107,70782,61,2017-11-01,0,0,0,52,0,0,0,490.769230769231,0,0,0,25520,0,0,0,490.769230769231,0,0,0,25520,0,0,0,0,0,0,0,0,0,0,0,6.19230769230769,0,0,0,322,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3366",3547,70784,"MIDLAND, MI","MI",1,100,"COMMISSION","1",0,236,70784,82,2017-12-20,0,0,0,16,0,0,0,828.5,0,0,0,13256,0,0,0,828.5,0,0,0,13256,0,0,0,0,0,0,0,0,0,0,0,3.0625,0,0,0,49,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"3367",3548,70785,"MIDLAND, MI","MI",1,100,"COMMISSION","1",0,236,70785,115,2017-12-28,0,0,0,46,0,0,0,1044.60869565217,0,0,0,48052,0,0,0,1035.08695652174,0,0,0,47614,0,0,0,9.52173913043478,0,0,0,438,0,0,0,3.80434782608696,0,0,0,175,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"3368",3549,70789,"MERIDEN","CT",1,100,"COMMISSION","Not Specified",0,236,70789,116,2017-12-28,0,0,0,54,0,0,0,755.813148148148,0,0,0,40813.91,0,0,0,749.566481481481,0,0,0,40476.59,0,0,0,6.24666666666667,0,0,0,337.32,0,0,0,9.27777777777778,0,0,0,501,0.5,0.5,0.5,0.710526315789474,"less than or equal to 6 month",FALSE
"3369",3550,70791,"STALLINGS","NC",1,100,"COMMISSION","1",0,236,70791,17,2017-09-18,0,0,0,6,0,0,0,845,0,0,0,5070,0,0,0,845,0,0,0,5070,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,54,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
